No,ExpNo,ExtractionType,FileCode,Photo,ExpCode,TreatmentCode,Treatment,Species,isolateRepNumber,techRepNumber,Condition,Dilution,HostVariety,ExposureTreatment,SampleNumber,chl
143,ES10,Digital,DSC_0032_ES10_47.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0032,ES10_47,ES10_DMCC3830_isoRep4_techRep2_100fold_AG4632,DMCC3830,X.cf.venustula_DMCC3830_LA,isoRep4,techRep2,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,58.015
144,ES10,Digital,DSC_0616_ES10_48.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0616,ES10_48,ES10_DMCC3830_isoRep4_techRep3_100fold_AG4632,DMCC3830,X.cf.venustula_DMCC3830_LA,isoRep4,techRep3,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,70.294
145,ES10,Digital,DSC_0090_ES10_49.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0090,ES10_49,ES10_Control_isoRep1_techRep1_25fold_AG4632,Control,Control,isoRep1,techRep1,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,363.611
146,ES10,Digital,DSC_0036_ES10_50.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0036,ES10_50,ES10_Control_isoRep1_techRep2_25fold_AG4632,Control,Control,isoRep1,techRep2,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,362.452
147,ES10,Digital,DSC_0526_ES10_51.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0526,ES10_51,ES10_Control_isoRep1_techRep3_25fold_AG4632,Control,Control,isoRep1,techRep3,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,332.01
148,ES10,Digital,DSC_0586_ES10_52.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0586,ES10_52,ES10_Control_isoRep2_techRep1_25fold_AG4632,Control,Control,isoRep2,techRep1,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,329.44
149,ES10,Digital,DSC_0604_ES10_53.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0604,ES10_53,ES10_Control_isoRep2_techRep2_25fold_AG4632,Control,Control,isoRep2,techRep2,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,432.749
150,ES10,Digital,DSC_0598_ES10_54.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0598,ES10_54,ES10_Control_isoRep2_techRep3_25fold_AG4632,Control,Control,isoRep2,techRep3,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,485.626
151,ES10,Digital,NA,NA,NA,ES10_Control_isoRep3_techRep1_25fold_AG4632,Control,Control,isoRep3,techRep1,shaking,25fold,AG4632,NA,NA,NA
152,ES10,Digital,NA,NA,NA,ES10_Control_isoRep3_techRep2_25fold_AG4632,Control,Control,isoRep3,techRep2,shaking,25fold,AG4632,NA,NA,NA
153,ES10,Digital,DSC_0552_ES10_57.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0552,ES10_57,ES10_Control_isoRep3_techRep3_25fold_AG4632,Control,Control,isoRep3,techRep3,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,339.091
154,ES10,Digital,DSC_0034_ES10_58.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0034,ES10_58,ES10_Control_isoRep4_techRep1_25fold_AG4632,Control,Control,isoRep4,techRep1,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,392.71
155,ES10,Digital,DSC_0558_ES10_59.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0558,ES10_59,ES10_Control_isoRep4_techRep2_25fold_AG4632,Control,Control,isoRep4,techRep2,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,367.45
156,ES10,Digital,DSC_0095_ES10_60.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0095,ES10_60,ES10_Control_isoRep4_techRep3_25fold_AG4632,Control,Control,isoRep4,techRep3,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,423.52
157,ES10,Digital,DSC_0608_ES10_61.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0608,ES10_61,ES10_DMCC2165_isoRep1_techRep1_25fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep1,techRep1,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,32.554
158,ES10,Digital,DSC_0524_ES10_62.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0524,ES10_62,ES10_DMCC2165_isoRep1_techRep2_25fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep1,techRep2,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,46.368
159,ES10,Digital,DSC_0600_ES10_63.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0600,ES10_63,ES10_DMCC2165_isoRep1_techRep3_25fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep1,techRep3,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,277.715
160,ES10,Digital,DSC_0570_ES10_64.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0570,ES10_64,ES10_DMCC2165_isoRep2_techRep1_25fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep2,techRep1,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,253.774
161,ES10,Digital,DSC_0026_ES10_65.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0026,ES10_65,ES10_DMCC2165_isoRep2_techRep2_25fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep2,techRep2,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,42.714
162,ES10,Digital,DSC_0012_ES10_66.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0012,ES10_66,ES10_DMCC2165_isoRep2_techRep3_25fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep2,techRep3,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,35.621
163,ES10,Digital,DSC_0082_ES10_67.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0082,ES10_67,ES10_DMCC2165_isoRep3_techRep1_25fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep3,techRep1,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,208.259
164,ES10,Digital,DSC_0530_ES10_68.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0530,ES10_68,ES10_DMCC2165_isoRep3_techRep2_25fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep3,techRep2,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,130.991
165,ES10,Digital,DSC_0059_ES10_69.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0059,ES10_69,ES10_DMCC2165_isoRep3_techRep3_25fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep3,techRep3,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,122.159
166,ES10,Digital,DSC_0010_ES10_70.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0010,ES10_70,ES10_DMCC2165_isoRep4_techRep1_25fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep4,techRep1,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,357.082
167,ES10,Digital,DSC_0024_ES10_71.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0024,ES10_71,ES10_DMCC2165_isoRep4_techRep2_25fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep4,techRep2,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,201.43
168,ES10,Digital,DSC_0543_ES10_72.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0543,ES10_72,ES10_DMCC2165_isoRep4_techRep3_25fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep4,techRep3,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,222.714
169,ES10,Digital,DSC_0545_ES10_73.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0545,ES10_73,ES10_DMCC3828_isoRep1_techRep1_25fold_AG4632,DMCC3828,X.necrophora_DMCC3828_Martinique,isoRep1,techRep1,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,225.927
170,ES10,Digital,DSC_0574_ES10_74.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0574,ES10_74,ES10_DMCC3828_isoRep1_techRep2_25fold_AG4632,DMCC3828,X.necrophora_DMCC3828_Martinique,isoRep1,techRep2,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,159.056
171,ES10,Digital,DSC_0572_ES10_75.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0572,ES10_75,ES10_DMCC3828_isoRep1_techRep3_25fold_AG4632,DMCC3828,X.necrophora_DMCC3828_Martinique,isoRep1,techRep3,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,414.434
172,ES10,Digital,DSC_0004_ES10_76.sample2.WBExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0004,ES10_76,ES10_DMCC3828_isoRep2_techRep1_25fold_AG4632,DMCC3828,X.necrophora_DMCC3828_Martinique,isoRep2,techRep1,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,318.847
173,ES10,Digital,DSC_0590_ES10_77.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0590,ES10_77,ES10_DMCC3828_isoRep2_techRep2_25fold_AG4632,DMCC3828,X.necrophora_DMCC3828_Martinique,isoRep2,techRep2,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,136.503
174,ES10,Digital,DSC_0040_ES10_78.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0040,ES10_78,ES10_DMCC3828_isoRep2_techRep3_25fold_AG4632,DMCC3828,X.necrophora_DMCC3828_Martinique,isoRep2,techRep3,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,321.46
175,ES10,Digital,DSC_0086_ES10_79.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0086,ES10_79,ES10_DMCC3828_isoRep3_techRep1_25fold_AG4632,DMCC3828,X.necrophora_DMCC3828_Martinique,isoRep3,techRep1,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,62.158
176,ES10,Digital,DSC_0582_ES10_80.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0582,ES10_80,ES10_DMCC3828_isoRep3_techRep2_25fold_AG4632,DMCC3828,X.necrophora_DMCC3828_Martinique,isoRep3,techRep2,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,323.293
177,ES10,Digital,DSC_0068_ES10_81.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0068,ES10_81,ES10_DMCC3828_isoRep3_techRep3_25fold_AG4632,DMCC3828,X.necrophora_DMCC3828_Martinique,isoRep3,techRep3,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,376.621
178,ES10,Digital,DSC_0592_ES10_82.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0592,ES10_82,ES10_DMCC3828_isoRep4_techRep1_25fold_AG4632,DMCC3828,X.necrophora_DMCC3828_Martinique,isoRep4,techRep1,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,178.865
179,ES10,Digital,DSC_0051_ES10_83.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0051,ES10_83,ES10_DMCC3828_isoRep4_techRep2_25fold_AG4632,DMCC3828,X.necrophora_DMCC3828_Martinique,isoRep4,techRep2,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,324.528
180,ES10,Digital,DSC_0564_ES10_84.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0564,ES10_84,ES10_DMCC3828_isoRep4_techRep3_25fold_AG4632,DMCC3828,X.necrophora_DMCC3828_Martinique,isoRep4,techRep3,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,357.232
181,ES10,Digital,DSC_0606_ES10_85.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0606,ES10_85,ES10_DMCC3830_isoRep1_techRep1_25fold_AG4632,DMCC3830,X.cf.venustula_DMCC3830_LA,isoRep1,techRep1,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,191.727
182,ES10,Digital,DSC_0554_ES10_86.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0554,ES10_86,ES10_DMCC3830_isoRep1_techRep2_25fold_AG4632,DMCC3830,X.cf.venustula_DMCC3830_LA,isoRep1,techRep2,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,92.741
183,ES10,Digital,DSC_0008_ES10_87.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0008,ES10_87,ES10_DMCC3830_isoRep1_techRep3_25fold_AG4632,DMCC3830,X.cf.venustula_DMCC3830_LA,isoRep1,techRep3,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,302.844
184,ES10,Digital,DSC_0568_ES10_88.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0568,ES10_88,ES10_DMCC3830_isoRep2_techRep1_25fold_AG4632,DMCC3830,X.cf.venustula_DMCC3830_LA,isoRep2,techRep1,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,174.498
185,ES10,Digital,DSC_0084_ES10_89.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0084,ES10_89,ES10_DMCC3830_isoRep2_techRep2_25fold_AG4632,DMCC3830,X.cf.venustula_DMCC3830_LA,isoRep2,techRep2,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,54.318
186,ES10,Digital,DSC_0047_ES10_90.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0047,ES10_90,ES10_DMCC3830_isoRep2_techRep3_25fold_AG4632,DMCC3830,X.cf.venustula_DMCC3830_LA,isoRep2,techRep3,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,49.394
187,ES10,Digital,DSC_0535_ES10_91.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0535,ES10_91,ES10_DMCC3830_isoRep3_techRep1_25fold_AG4632,DMCC3830,X.cf.venustula_DMCC3830_LA,isoRep3,techRep1,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,133.818
188,ES10,Digital,DSC_0578_ES10_92.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0578,ES10_92,ES10_DMCC3830_isoRep3_techRep2_25fold_AG4632,DMCC3830,X.cf.venustula_DMCC3830_LA,isoRep3,techRep2,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,188.004
189,ES10,Digital,DSC_0528_ES10_93.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0528,ES10_93,ES10_DMCC3830_isoRep3_techRep3_25fold_AG4632,DMCC3830,X.cf.venustula_DMCC3830_LA,isoRep3,techRep3,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,51.175
190,ES10,Digital,DSC_0057_ES10_94.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0057,ES10_94,ES10_DMCC3830_isoRep4_techRep1_25fold_AG4632,DMCC3830,X.cf.venustula_DMCC3830_LA,isoRep4,techRep1,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,65.474
191,ES10,Digital,DSC_0072_ES10_95.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0072,ES10_95,ES10_DMCC3830_isoRep4_techRep2_25fold_AG4632,DMCC3830,X.cf.venustula_DMCC3830_LA,isoRep4,techRep2,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,56.833
192,ES10,Digital,DSC_0074_ES10_96.sample2.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0074,ES10_96,ES10_DMCC3830_isoRep4_techRep3_25fold_AG4632,DMCC3830,X.cf.venustula_DMCC3830_LA,isoRep4,techRep3,shaking,25fold,AG4632,WBExpStd_ExpFixedMinusOne,sample2,120.159
193,ES10,Digital,DSC_0038_ES10_01.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0038,ES10_01,ES10_Control_isoRep1_techRep1_100fold_AG4632,Control,Control,isoRep1,techRep1,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,413.366
194,ES10,Digital,DSC_0620_ES10_02.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0620,ES10_02,ES10_Control_isoRep1_techRep2_100fold_AG4632,Control,Control,isoRep1,techRep2,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,55
195,ES10,Digital,DSC_0614_ES10_03.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0614,ES10_03,ES10_Control_isoRep1_techRep3_100fold_AG4632,Control,Control,isoRep1,techRep3,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,174.569
196,ES10,Digital,DSC_0580_ES10_4.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0580,ES10_04,ES10_Control_isoRep2_techRep1_100fold_AG4632,Control,Control,isoRep2,techRep1,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,402.243
197,ES10,Digital,DSC_0092_ES10_05.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0092,ES10_05,ES10_Control_isoRep2_techRep2_100fold_AG4632,Control,Control,isoRep2,techRep2,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,548.102
198,ES10,Digital,DSC_0030_ES10_6.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0030,ES10_06,ES10_Control_isoRep2_techRep3_100fold_AG4632,Control,Control,isoRep2,techRep3,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,355.501
199,ES10,Digital,DSC_0594_ES10_07.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0594,ES10_07,ES10_Control_isoRep3_techRep1_100fold_AG4632,Control,Control,isoRep3,techRep1,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,397.691
200,ES10,Digital,DSC_0055_ES10_8.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0055,ES10_08,ES10_Control_isoRep3_techRep2_100fold_AG4632,Control,Control,isoRep3,techRep2,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,408.035
201,ES10,Digital,DSC_0006_ES10_09.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0006,ES10_09,ES10_Control_isoRep3_techRep3_100fold_AG4632,Control,Control,isoRep3,techRep3,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,324.977
202,ES10,Digital,DSC_0550_ES10_10.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0550,ES10_10,ES10_Control_isoRep4_techRep1_100fold_AG4632,Control,Control,isoRep4,techRep1,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,276.536
203,ES10,Digital,DSC_0541_ES10_11.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0541,ES10_11,ES10_Control_isoRep4_techRep2_100fold_AG4632,Control,Control,isoRep4,techRep2,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,345.833
204,ES10,Digital,DSC_0539_ES10_12.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0539,ES10_12,ES10_Control_isoRep4_techRep3_100fold_AG4632,Control,Control,isoRep4,techRep3,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,423.459
205,ES10,Digital,DSC_0596_ES10_13.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0596,ES10_13,ES10_DMCC2165_isoRep1_techRep1_100fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep1,techRep1,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,326.525
206,ES10,Digital,DSC_0618_ES10_14.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0618,ES10_14,ES10_DMCC2165_isoRep1_techRep2_100fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep1,techRep2,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,40.482
207,ES10,Digital,DSC_0560_ES10_15.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0560,ES10_15,ES10_DMCC2165_isoRep1_techRep3_100fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep1,techRep3,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,385.633
208,ES10,Digital,DSC_0066_ES10_16.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0066,ES10_16,ES10_DMCC2165_isoRep2_techRep1_100fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep2,techRep1,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,416.905
209,ES10,Digital,DSC_0562_ES10_17.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0562,ES10_17,ES10_DMCC2165_isoRep2_techRep2_100fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep2,techRep2,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,172.305
210,ES10,Digital,DSC_0610_ES10_18.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0610,ES10_18,ES10_DMCC2165_isoRep2_techRep3_100fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep2,techRep3,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,38.395
211,ES10,Digital,DSC_0576_ES10_19.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0576,ES10_19,ES10_DMCC2165_isoRep3_techRep1_100fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep3,techRep1,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,35.416
212,ES10,Digital,DSC_0049_ES10_20.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0049,ES10_20,ES10_DMCC2165_isoRep3_techRep2_100fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep3,techRep2,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,395.514
213,ES10,Digital,DSC_0016_ES10_21.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0016,ES10_21,ES10_DMCC2165_isoRep3_techRep3_100fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep3,techRep3,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,70.382
214,ES10,Digital,DSC_0602_ES10_22.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0602,ES10_22,ES10_DMCC2165_isoRep4_techRep1_100fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep4,techRep1,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,333.4
215,ES10,Digital,DSC_0042_ES10_23.sample3.BExpStd_ExpFixedMinusOne.clean.jpg.chl.csv,DSC_0042,ES10_23,ES10_DMCC2165_isoRep4_techRep2_100fold_AG4632,DMCC2165,X.necrophora_DMCC2165_LA,isoRep4,techRep2,shaking,100fold,AG4632,WBExpStd_ExpFixedMinusOne,sample3,195.625
