No,FileCode,PhotoCode,ExpCode,sampleNumber,ExpNo,Treatment,HostVariety,Dilution,isoRepNumber,techRepNumber,TreatmentCode,FinalpH,X1,Row,Column,chl
90,DSC_0551.ES13A_90.sample1.clean.jpg.chl.csv,DSC_0551,ES13A_90,sample1,ES13A,DMCC2165,DG47X95,100fold,isoRep3,techRep3,ES13A_DMCC2165_DG47X95_100fold_isoRep3_techRep3,7.78,1,1,1,40.574
91,DSC_0667.ES13A_01.sample2.clean.jpg.chl.csv,DSC_0667,ES13A_01,sample2,ES13A,Control,AG4632,100fold,isoRep1,techRep1,ES13A_Control_AG4632_100fold_isoRep1_techRep1,7.53,1,1,1,224.734
92,DSC_0650.ES13A_02.sample2.clean.jpg.chl.csv,DSC_0650,ES13A_02,sample2,ES13A,Control,AG4632,100fold,isoRep1,techRep2,ES13A_Control_AG4632_100fold_isoRep1_techRep2,7.59,1,1,1,232.254
93,DSC_0520.ES13A_03.sample2.clean.jpg.chl.csv,DSC_0520,ES13A_03,sample2,ES13A,Control,AG4632,100fold,isoRep1,techRep3,ES13A_Control_AG4632_100fold_isoRep1_techRep3,7.51,1,1,1,285.298
94,DSC_0500.ES13A_04.sample2.clean.jpg.chl.csv,DSC_0500,ES13A_04,sample2,ES13A,Control,AG4632,100fold,isoRep2,techRep1,ES13A_Control_AG4632_100fold_isoRep2_techRep1,7.64,1,1,1,259.535
95,DSC_0534.ES13A_05.sample2.clean.jpg.chl.csv,DSC_0534,ES13A_05,sample2,ES13A,Control,AG4632,100fold,isoRep2,techRep2,ES13A_Control_AG4632_100fold_isoRep2_techRep2,7.77,1,1,1,139.559
96,DSC_0597.ES13A_06.sample2.clean.jpg.chl.csv,DSC_0597,ES13A_06,sample2,ES13A,Control,AG4632,100fold,isoRep2,techRep3,ES13A_Control_AG4632_100fold_isoRep2_techRep3,7.58,1,1,1,261.482
97,DSC_0675.ES13A_07.sample2.clean.jpg.chl.csv,DSC_0675,ES13A_07,sample2,ES13A,Control,AG4632,100fold,isoRep3,techRep1,ES13A_Control_AG4632_100fold_isoRep3_techRep1,7.78,1,1,1,144.184
98,DSC_0523.ES13A_08.sample2.clean.jpg.chl.csv,DSC_0523,ES13A_08,sample2,ES13A,Control,AG4632,100fold,isoRep3,techRep2,ES13A_Control_AG4632_100fold_isoRep3_techRep2,7.76,1,1,1,253.42
99,DSC_0652.ES13A_09.sample2.clean.jpg.chl.csv,DSC_0652,ES13A_09,sample2,ES13A,Control,AG4632,100fold,isoRep3,techRep3,ES13A_Control_AG4632_100fold_isoRep3_techRep3,7.75,1,1,1,226.047
100,DSC_0515.ES13A_10.sample2.clean.jpg.chl.csv,DSC_0515,ES13A_10,sample2,ES13A,Control,Osage,100fold,isoRep1,techRep1,ES13A_Control_Osage_100fold_isoRep1_techRep1,7.56,1,1,1,240.532
101,DSC_0659.ES13A_11.sample2.clean.jpg.chl.csv,DSC_0659,ES13A_11,sample2,ES13A,Control,Osage,100fold,isoRep1,techRep2,ES13A_Control_Osage_100fold_isoRep1_techRep2,7.6,1,1,1,270.996
102,DSC_0581.ES13A_12.sample2.clean.jpg.chl.csv,DSC_0581,ES13A_12,sample2,ES13A,Control,Osage,100fold,isoRep1,techRep3,ES13A_Control_Osage_100fold_isoRep1_techRep3,7.63,1,1,1,275.083
103,DSC_0524.ES13A_13.sample2.clean.jpg.chl.csv,DSC_0524,ES13A_13,sample2,ES13A,Control,Osage,100fold,isoRep2,techRep1,ES13A_Control_Osage_100fold_isoRep2_techRep1,7.73,1,1,1,201.091
104,DSC_0553.ES13A_14.sample2.clean.jpg.chl.csv,DSC_0553,ES13A_14,sample2,ES13A,Control,Osage,100fold,isoRep2,techRep2,ES13A_Control_Osage_100fold_isoRep2_techRep2,7.61,1,1,1,270.137
105,DSC_0612.ES13A_15.sample2.clean.jpg.chl.csv,DSC_0612,ES13A_15,sample2,ES13A,Control,Osage,100fold,isoRep2,techRep3,ES13A_Control_Osage_100fold_isoRep2_techRep3,7.67,1,1,1,268.556
106,DSC_0532.ES13A_16.sample2.clean.jpg.chl.csv,DSC_0532,ES13A_16,sample2,ES13A,Control,Osage,100fold,isoRep3,techRep1,ES13A_Control_Osage_100fold_isoRep3_techRep1,7.83,1,1,1,199.525
107,DSC_0640.ES13A_17.sample2.clean.jpg.chl.csv,DSC_0640,ES13A_17,sample2,ES13A,Control,Osage,100fold,isoRep3,techRep2,ES13A_Control_Osage_100fold_isoRep3_techRep2,7.68,1,1,1,255.666
108,DSC_0555.ES13A_18.sample2.clean.jpg.chl.csv,DSC_0555,ES13A_18,sample2,ES13A,Control,Osage,100fold,isoRep3,techRep3,ES13A_Control_Osage_100fold_isoRep3_techRep3,7.68,1,1,1,219.059
109,DSC_0671.ES13A_19.sample2.clean.jpg.chl.csv,DSC_0671,ES13A_19,sample2,ES13A,Control,P5414LLS,100fold,isoRep1,techRep1,ES13A_Control_P5414LLS_100fold_isoRep1_techRep1,7.62,1,1,1,210.065
110,DSC_0583.ES13A_20.sample2.clean.jpg.chl.csv,DSC_0583,ES13A_20,sample2,ES13A,Control,P5414LLS,100fold,isoRep1,techRep2,ES13A_Control_P5414LLS_100fold_isoRep1_techRep2,7.76,1,1,1,237.265
111,DSC_0599.ES13A_21.sample2.clean.jpg.chl.csv,DSC_0599,ES13A_21,sample2,ES13A,Control,P5414LLS,100fold,isoRep1,techRep3,ES13A_Control_P5414LLS_100fold_isoRep1_techRep3,7.62,1,1,1,256.921
112,DSC_0665.ES13A_22.sample2.clean.jpg.chl.csv,DSC_0665,ES13A_22,sample2,ES13A,Control,P5414LLS,100fold,isoRep2,techRep1,ES13A_Control_P5414LLS_100fold_isoRep2_techRep1,7.53,1,1,1,184.466
113,DSC_0537.ES13A_23.sample2.clean.jpg.chl.csv,DSC_0537,ES13A_23,sample2,ES13A,Control,P5414LLS,100fold,isoRep2,techRep2,ES13A_Control_P5414LLS_100fold_isoRep2_techRep2,7.61,1,1,1,142.423
114,DSC_0569.ES13A_24.sample2.clean.jpg.chl.csv,DSC_0569,ES13A_24,sample2,ES13A,Control,P5414LLS,100fold,isoRep2,techRep3,ES13A_Control_P5414LLS_100fold_isoRep2_techRep3,7.65,1,1,1,244.189
115,DSC_0634.ES13A_25.sample2.clean.jpg.chl.csv,DSC_0634,ES13A_25,sample2,ES13A,Control,P5414LLS,100fold,isoRep3,techRep1,ES13A_Control_P5414LLS_100fold_isoRep3_techRep1,7.65,1,1,1,172.519
116,DSC_0636.ES13A_26.sample2.clean.jpg.chl.csv,DSC_0636,ES13A_26,sample2,ES13A,Control,P5414LLS,100fold,isoRep3,techRep2,ES13A_Control_P5414LLS_100fold_isoRep3_techRep2,7.69,1,1,1,206.388
117,DSC_0591.ES13A_27.sample2.clean.jpg.chl.csv,DSC_0591,ES13A_27,sample2,ES13A,Control,P5414LLS,100fold,isoRep3,techRep3,ES13A_Control_P5414LLS_100fold_isoRep3_techRep3,7.52,1,1,1,238.863
118,DSC_0657.ES13A_28.sample2.clean.jpg.chl.csv,DSC_0657,ES13A_28,sample2,ES13A,Control,DG47E80,100fold,isoRep1,techRep1,ES13A_Control_DG47E80_100fold_isoRep1_techRep1,7.49,1,1,1,163.707
119,DSC_0575.ES13A_29.sample2.clean.jpg.chl.csv,DSC_0575,ES13A_29,sample2,ES13A,Control,DG47E80,100fold,isoRep1,techRep2,ES13A_Control_DG47E80_100fold_isoRep1_techRep2,7.62,1,1,1,200.143
120,DSC_0511.ES13A_30.sample2.clean.jpg.chl.csv,DSC_0511,ES13A_30,sample2,ES13A,Control,DG47E80,100fold,isoRep1,techRep3,ES13A_Control_DG47E80_100fold_isoRep1_techRep3,7.59,1,1,1,189.774
121,DSC_0509.ES13A_31.sample2.clean.jpg.chl.csv,DSC_0509,ES13A_31,sample2,ES13A,Control,DG47E80,100fold,isoRep2,techRep1,ES13A_Control_DG47E80_100fold_isoRep2_techRep1,7.54,1,1,1,143.026
122,DSC_0513.ES13A_32.sample2.clean.jpg.chl.csv,DSC_0513,ES13A_32,sample2,ES13A,Control,DG47E80,100fold,isoRep2,techRep2,ES13A_Control_DG47E80_100fold_isoRep2_techRep2,7.57,1,1,1,125.313
123,DSC_0616.ES13A_33.sample2.clean.jpg.chl.csv,DSC_0616,ES13A_33,sample2,ES13A,Control,DG47E80,100fold,isoRep2,techRep3,ES13A_Control_DG47E80_100fold_isoRep2_techRep3,7.61,1,1,1,195.191
124,DSC_0618.ES13A_34.sample2.clean.jpg.chl.csv,DSC_0618,ES13A_34,sample2,ES13A,Control,DG47E80,100fold,isoRep3,techRep1,ES13A_Control_DG47E80_100fold_isoRep3_techRep1,7.55,1,1,1,256.521
125,DSC_0648.ES13A_35.sample2.clean.jpg.chl.csv,DSC_0648,ES13A_35,sample2,ES13A,Control,DG47E80,100fold,isoRep3,techRep2,ES13A_Control_DG47E80_100fold_isoRep3_techRep2,7.64,1,1,1,220.664
126,DSC_0646.ES13A_36.sample2.clean.jpg.chl.csv,DSC_0646,ES13A_36,sample2,ES13A,Control,DG47E80,100fold,isoRep3,techRep3,ES13A_Control_DG47E80_100fold_isoRep3_techRep3,7.55,1,1,1,231.979
127,DSC_0535.ES13A_37.sample2.clean.jpg.chl.csv,DSC_0535,ES13A_37,sample2,ES13A,Control,DG47X95,100fold,isoRep1,techRep1,ES13A_Control_DG47X95_100fold_isoRep1_techRep1,7.69,1,1,1,247.199
128,DSC_0549.ES13A_38.sample2.clean.jpg.chl.csv,DSC_0549,ES13A_38,sample2,ES13A,Control,DG47X95,100fold,isoRep1,techRep2,ES13A_Control_DG47X95_100fold_isoRep1_techRep2,7.65,1,1,1,221.794
129,DSC_0669.ES13A_39.sample2.clean.jpg.chl.csv,DSC_0669,ES13A_39,sample2,ES13A,Control,DG47X95,100fold,isoRep1,techRep3,ES13A_Control_DG47X95_100fold_isoRep1_techRep3,7.54,1,1,1,228.677
130,,,ES13A_40,sample2,ES13A,Control,DG47X95,100fold,isoRep2,techRep1,ES13A_Control_DG47X95_100fold_isoRep2_techRep1,7.56,,,,NA
131,DSC_0614.ES13A_41.sample2.clean.jpg.chl.csv,DSC_0614,ES13A_41,sample2,ES13A,Control,DG47X95,100fold,isoRep2,techRep2,ES13A_Control_DG47X95_100fold_isoRep2_techRep2,7.56,1,1,1,207.935
132,DSC_0518.ES13A_42.sample2.clean.jpg.chl.csv,DSC_0518,ES13A_42,sample2,ES13A,Control,DG47X95,100fold,isoRep2,techRep3,ES13A_Control_DG47X95_100fold_isoRep2_techRep3,7.62,1,1,1,193.244
133,DSC_0601.ES13A_43.sample2.clean.jpg.chl.csv,DSC_0601,ES13A_43,sample2,ES13A,Control,DG47X95,100fold,isoRep3,techRep1,ES13A_Control_DG47X95_100fold_isoRep3_techRep1,7.63,1,1,1,265.379
134,DSC_0595.ES13A_44.sample2.clean.jpg.chl.csv,DSC_0595,ES13A_44,sample2,ES13A,Control,DG47X95,100fold,isoRep3,techRep2,ES13A_Control_DG47X95_100fold_isoRep3_techRep2,7.54,1,1,1,270.514
135,DSC_0644.ES13A_45.sample2.clean.jpg.chl.csv,DSC_0644,ES13A_45,sample2,ES13A,Control,DG47X95,100fold,isoRep3,techRep3,ES13A_Control_DG47X95_100fold_isoRep3_techRep3,7.68,1,1,1,232.252
136,DSC_0637.ES13A_46.sample2.clean.jpg.chl.csv,DSC_0637,ES13A_46,sample2,ES13A,DMCC2165,AG4632,100fold,isoRep1,techRep1,ES13A_DMCC2165_AG4632_100fold_isoRep1_techRep1,7.76,1,1,1,160.354
137,DSC_0567.ES13A_47.sample2.clean.jpg.chl.csv,DSC_0567,ES13A_47,sample2,ES13A,DMCC2165,AG4632,100fold,isoRep1,techRep2,ES13A_DMCC2165_AG4632_100fold_isoRep1_techRep2,7.6,1,1,1,158.77
138,DSC_0661.ES13A_48.sample2.clean.jpg.chl.csv,DSC_0661,ES13A_48,sample2,ES13A,DMCC2165,AG4632,100fold,isoRep1,techRep3,ES13A_DMCC2165_AG4632_100fold_isoRep1_techRep3,7.67,1,1,1,46.371
139,DSC_0630.ES13A_49.sample2.clean.jpg.chl.csv,DSC_0630,ES13A_49,sample2,ES13A,DMCC2165,AG4632,100fold,isoRep2,techRep1,ES13A_DMCC2165_AG4632_100fold_isoRep2_techRep1,7.65,1,1,1,38.249
140,,,ES13A_50,sample2,ES13A,DMCC2165,AG4632,100fold,isoRep2,techRep2,ES13A_DMCC2165_AG4632_100fold_isoRep2_techRep2,7.68,,,,NA
141,DSC_0541.ES13A_51.sample2.clean.jpg.chl.csv,DSC_0541,ES13A_51,sample2,ES13A,DMCC2165,AG4632,100fold,isoRep2,techRep3,ES13A_DMCC2165_AG4632_100fold_isoRep2_techRep3,7.69,1,1,1,73.598
142,,,ES13A_52,sample2,ES13A,DMCC2165,AG4632,100fold,isoRep3,techRep1,ES13A_DMCC2165_AG4632_100fold_isoRep3_techRep1,7.62,,,,NA
143,DSC_0565.ES13A_53.sample2.clean.jpg.chl.csv,DSC_0565,ES13A_53,sample2,ES13A,DMCC2165,AG4632,100fold,isoRep3,techRep2,ES13A_DMCC2165_AG4632_100fold_isoRep3_techRep2,7.69,1,1,1,93.639
144,DSC_0516.ES13A_54.sample2.clean.jpg.chl.csv,DSC_0516,ES13A_54,sample2,ES13A,DMCC2165,AG4632,100fold,isoRep3,techRep3,ES13A_DMCC2165_AG4632_100fold_isoRep3_techRep3,7.78,1,1,1,55.08
145,DSC_0603.ES13A_55.sample2.clean.jpg.chl.csv,DSC_0603,ES13A_55,sample2,ES13A,DMCC2165,Osage,100fold,isoRep1,techRep1,ES13A_DMCC2165_Osage_100fold_isoRep1_techRep1,7.62,1,1,1,201.097
146,DSC_0528.ES13A_56.sample2.clean.jpg.chl.csv,DSC_0528,ES13A_56,sample2,ES13A,DMCC2165,Osage,100fold,isoRep1,techRep2,ES13A_DMCC2165_Osage_100fold_isoRep1_techRep2,7.72,1,1,1,57.644
147,DSC_0573.ES13A_57.sample2.clean.jpg.chl.csv,DSC_0573,ES13A_57,sample2,ES13A,DMCC2165,Osage,100fold,isoRep1,techRep3,ES13A_DMCC2165_Osage_100fold_isoRep1_techRep3,7.69,1,1,1,250.432
148,DSC_0585.ES13A_58.sample2.clean.jpg.chl.csv,DSC_0585,ES13A_58,sample2,ES13A,DMCC2165,Osage,100fold,isoRep2,techRep1,ES13A_DMCC2165_Osage_100fold_isoRep2_techRep1,7.67,1,1,1,52.435
149,DSC_0503.ES13A_59.sample2.clean.jpg.chl.csv,DSC_0503,ES13A_59,sample2,ES13A,DMCC2165,Osage,100fold,isoRep2,techRep2,ES13A_DMCC2165_Osage_100fold_isoRep2_techRep2,7.74,1,1,1,75.638
150,DSC_0593.ES13A_60.sample2.clean.jpg.chl.csv,DSC_0593,ES13A_60,sample2,ES13A,DMCC2165,Osage,100fold,isoRep2,techRep3,ES13A_DMCC2165_Osage_100fold_isoRep2_techRep3,7.75,1,1,1,61.391
151,DSC_0622.ES13A_61.sample2.clean.jpg.chl.csv,DSC_0622,ES13A_61,sample2,ES13A,DMCC2165,Osage,100fold,isoRep3,techRep1,ES13A_DMCC2165_Osage_100fold_isoRep3_techRep1,7.75,1,1,1,53.551
152,DSC_0655.ES13A_62.sample2.clean.jpg.chl.csv,DSC_0655,ES13A_62,sample2,ES13A,DMCC2165,Osage,100fold,isoRep3,techRep2,ES13A_DMCC2165_Osage_100fold_isoRep3_techRep2,7.71,1,1,1,53.816
153,DSC_0577.ES13A_63.sample2.clean.jpg.chl.csv,DSC_0577,ES13A_63,sample2,ES13A,DMCC2165,Osage,100fold,isoRep3,techRep3,ES13A_DMCC2165_Osage_100fold_isoRep3_techRep3,7.84,1,1,1,238.932
154,DSC_0672.ES13A_64.sample2.clean.jpg.chl.csv,DSC_0672,ES13A_64,sample2,ES13A,DMCC2165,P5414LLS,100fold,isoRep1,techRep1,ES13A_DMCC2165_P5414LLS_100fold_isoRep1_techRep1,7.7,1,1,1,168.268
155,DSC_0571.ES13A_65.sample2.clean.jpg.chl.csv,DSC_0571,ES13A_65,sample2,ES13A,DMCC2165,P5414LLS,100fold,isoRep1,techRep2,ES13A_DMCC2165_P5414LLS_100fold_isoRep1_techRep2,7.71,1,1,1,197.248
156,DSC_0642.ES13A_66.sample2.clean.jpg.chl.csv,DSC_0642,ES13A_66,sample2,ES13A,DMCC2165,P5414LLS,100fold,isoRep1,techRep3,ES13A_DMCC2165_P5414LLS_100fold_isoRep1_techRep3,7.71,1,1,1,128.492
157,DSC_0539.ES13A_67.sample2.clean.jpg.chl.csv,DSC_0539,ES13A_67,sample2,ES13A,DMCC2165,P5414LLS,100fold,isoRep2,techRep1,ES13A_DMCC2165_P5414LLS_100fold_isoRep2_techRep1,7.81,1,1,1,0
158,DSC_0563.ES13A_68.sample2.clean.jpg.chl.csv,DSC_0563,ES13A_68,sample2,ES13A,DMCC2165,P5414LLS,100fold,isoRep2,techRep2,ES13A_DMCC2165_P5414LLS_100fold_isoRep2_techRep2,7.72,1,1,1,152.383
159,DSC_0626.ES13A_69.sample2.clean.jpg.chl.csv,DSC_0626,ES13A_69,sample2,ES13A,DMCC2165,P5414LLS,100fold,isoRep2,techRep3,ES13A_DMCC2165_P5414LLS_100fold_isoRep2_techRep3,7.65,1,1,1,49.607
160,DSC_0620.ES13A_70.sample2.clean.jpg.chl.csv,DSC_0620,ES13A_70,sample2,ES13A,DMCC2165,P5414LLS,100fold,isoRep3,techRep1,ES13A_DMCC2165_P5414LLS_100fold_isoRep3_techRep1,7.73,1,1,1,0
161,DSC_0530.ES13A_71.sample2.clean.jpg.chl.csv,DSC_0530,ES13A_71,sample2,ES13A,DMCC2165,P5414LLS,100fold,isoRep3,techRep2,ES13A_DMCC2165_P5414LLS_100fold_isoRep3_techRep2,7.74,1,1,1,0
162,DSC_0632.ES13A_72.sample2.clean.jpg.chl.csv,DSC_0632,ES13A_72,sample2,ES13A,DMCC2165,P5414LLS,100fold,isoRep3,techRep3,ES13A_DMCC2165_P5414LLS_100fold_isoRep3_techRep3,7.54,1,1,1,167.932
163,DSC_0502.ES13A_73.sample2.clean.jpg.chl.csv,DSC_0502,ES13A_73,sample2,ES13A,DMCC2165,DG47E80,100fold,isoRep1,techRep1,ES13A_DMCC2165_DG47E80_100fold_isoRep1_techRep1,7.55,1,1,1,109.859
164,DSC_0639.ES13A_74.sample2.clean.jpg.chl.csv,DSC_0639,ES13A_74,sample2,ES13A,DMCC2165,DG47E80,100fold,isoRep1,techRep2,ES13A_DMCC2165_DG47E80_100fold_isoRep1_techRep2,7.76,1,1,1,42.553
165,DSC_0628.ES13A_75.sample2.clean.jpg.chl.csv,DSC_0628,ES13A_75,sample2,ES13A,DMCC2165,DG47E80,100fold,isoRep1,techRep3,ES13A_DMCC2165_DG47E80_100fold_isoRep1_techRep3,7.72,1,1,1,224.074
166,DSC_0610.ES13A_76.sample2.clean.jpg.chl.csv,DSC_0610,ES13A_76,sample2,ES13A,DMCC2165,DG47E80,100fold,isoRep2,techRep1,ES13A_DMCC2165_DG47E80_100fold_isoRep2_techRep1,7.57,1,1,1,219.379
167,DSC_0587.ES13A_77.sample2.clean.jpg.chl.csv,DSC_0587,ES13A_77,sample2,ES13A,DMCC2165,DG47E80,100fold,isoRep2,techRep2,ES13A_DMCC2165_DG47E80_100fold_isoRep2_techRep2,7.65,1,1,1,141.816
168,DSC_0526.ES13A_78.sample2.clean.jpg.chl.csv,DSC_0526,ES13A_78,sample2,ES13A,DMCC2165,DG47E80,100fold,isoRep2,techRep3,ES13A_DMCC2165_DG47E80_100fold_isoRep2_techRep3,7.73,1,1,1,227.187
169,DSC_0557.ES13A_79.sample2.clean.jpg.chl.csv,DSC_0557,ES13A_79,sample2,ES13A,DMCC2165,DG47E80,100fold,isoRep3,techRep1,ES13A_DMCC2165_DG47E80_100fold_isoRep3_techRep1,7.74,1,1,1,188.461
170,DSC_0561.ES13A_80.sample2.clean.jpg.chl.csv,DSC_0561,ES13A_80,sample2,ES13A,DMCC2165,DG47E80,100fold,isoRep3,techRep2,ES13A_DMCC2165_DG47E80_100fold_isoRep3_techRep2,7.54,1,1,1,224.9
171,DSC_0507.ES13A_81.sample2.clean.jpg.chl.csv,DSC_0507,ES13A_81,sample2,ES13A,DMCC2165,DG47E80,100fold,isoRep3,techRep3,ES13A_DMCC2165_DG47E80_100fold_isoRep3_techRep3,7.55,1,1,1,126.951
172,DSC_0663.ES13A_82.sample2.clean.jpg.chl.csv,DSC_0663,ES13A_82,sample2,ES13A,DMCC2165,DG47X95,100fold,isoRep1,techRep1,ES13A_DMCC2165_DG47X95_100fold_isoRep1_techRep1,7.76,1,1,1,203.098
173,DSC_0545.ES13A_83.sample2.clean.jpg.chl.csv,DSC_0545,ES13A_83,sample2,ES13A,DMCC2165,DG47X95,100fold,isoRep1,techRep2,ES13A_DMCC2165_DG47X95_100fold_isoRep1_techRep2,7.72,1,1,1,234.036
174,DSC_0624.ES13A_84.sample2.clean.jpg.chl.csv,DSC_0624,ES13A_84,sample2,ES13A,DMCC2165,DG47X95,100fold,isoRep1,techRep3,ES13A_DMCC2165_DG47X95_100fold_isoRep1_techRep3,7.57,1,1,1,163.874
175,DSC_0543.ES13A_85.sample2.clean.jpg.chl.csv,DSC_0543,ES13A_85,sample2,ES13A,DMCC2165,DG47X95,100fold,isoRep2,techRep1,ES13A_DMCC2165_DG47X95_100fold_isoRep2_techRep1,7.76,1,1,1,237.685
176,DSC_0579.ES13A_86.sample2.clean.jpg.chl.csv,DSC_0579,ES13A_86,sample2,ES13A,DMCC2165,DG47X95,100fold,isoRep2,techRep2,ES13A_DMCC2165_DG47X95_100fold_isoRep2_techRep2,7.76,1,1,1,141.362
177,DSC_0607.ES13A_87.sample2.clean.jpg.chl.csv,DSC_0607,ES13A_87,sample2,ES13A,DMCC2165,DG47X95,100fold,isoRep2,techRep3,ES13A_DMCC2165_DG47X95_100fold_isoRep2_techRep3,7.65,1,1,1,0
178,DSC_0547.ES13A_88.sample2.clean.jpg.chl.csv,DSC_0547,ES13A_88,sample2,ES13A,DMCC2165,DG47X95,100fold,isoRep3,techRep1,ES13A_DMCC2165_DG47X95_100fold_isoRep3_techRep1,7.79,1,1,1,166.12
179,DSC_0559.ES13A_89.sample2.clean.jpg.chl.csv,DSC_0559,ES13A_89,sample2,ES13A,DMCC2165,DG47X95,100fold,isoRep3,techRep2,ES13A_DMCC2165_DG47X95_100fold_isoRep3_techRep2,7.81,1,1,1,103.013
