No,FileCode,PhotoCode,ExpCode,sampleNumber,ExpNo,Treatment,HostVariety,Dilution,isoRepNumber,techRepNumber,TreatmentCode,FinalpH,X1,Row,Column,chl
180,DSC_0551.ES13A_90.sample2.clean.jpg.chl.csv,DSC_0551,ES13A_90,sample2,ES13A,DMCC2165,DG47X95,100fold,isoRep3,techRep3,ES13A_DMCC2165_DG47X95_100fold_isoRep3_techRep3,7.78,1,1,1,0
181,DSC_0667.ES13A_01.sample3.clean.jpg.chl.csv,DSC_0667,ES13A_01,sample3,ES13A,Control,AG4632,100fold,isoRep1,techRep1,ES13A_Control_AG4632_100fold_isoRep1_techRep1,7.53,1,1,1,244.868
182,DSC_0650.ES13A_02.sample3.clean.jpg.chl.csv,DSC_0650,ES13A_02,sample3,ES13A,Control,AG4632,100fold,isoRep1,techRep2,ES13A_Control_AG4632_100fold_isoRep1_techRep2,7.59,1,1,1,287.725
183,DSC_0520.ES13A_03.sample3.clean.jpg.chl.csv,DSC_0520,ES13A_03,sample3,ES13A,Control,AG4632,100fold,isoRep1,techRep3,ES13A_Control_AG4632_100fold_isoRep1_techRep3,7.51,1,1,1,320.75
184,DSC_0500.ES13A_04.sample3.clean.jpg.chl.csv,DSC_0500,ES13A_04,sample3,ES13A,Control,AG4632,100fold,isoRep2,techRep1,ES13A_Control_AG4632_100fold_isoRep2_techRep1,7.64,1,1,1,288.221
185,DSC_0534.ES13A_05.sample3.clean.jpg.chl.csv,DSC_0534,ES13A_05,sample3,ES13A,Control,AG4632,100fold,isoRep2,techRep2,ES13A_Control_AG4632_100fold_isoRep2_techRep2,7.77,1,1,1,134.424
186,DSC_0597.ES13A_06.sample3.clean.jpg.chl.csv,DSC_0597,ES13A_06,sample3,ES13A,Control,AG4632,100fold,isoRep2,techRep3,ES13A_Control_AG4632_100fold_isoRep2_techRep3,7.58,1,1,1,291.072
187,DSC_0675.ES13A_07.sample3.clean.jpg.chl.csv,DSC_0675,ES13A_07,sample3,ES13A,Control,AG4632,100fold,isoRep3,techRep1,ES13A_Control_AG4632_100fold_isoRep3_techRep1,7.78,1,1,1,168.91
188,DSC_0523.ES13A_08.sample3.clean.jpg.chl.csv,DSC_0523,ES13A_08,sample3,ES13A,Control,AG4632,100fold,isoRep3,techRep2,ES13A_Control_AG4632_100fold_isoRep3_techRep2,7.76,1,1,1,302.111
189,DSC_0652.ES13A_09.sample3.clean.jpg.chl.csv,DSC_0652,ES13A_09,sample3,ES13A,Control,AG4632,100fold,isoRep3,techRep3,ES13A_Control_AG4632_100fold_isoRep3_techRep3,7.75,1,1,1,271.325
190,DSC_0515.ES13A_10.sample3.clean.jpg.chl.csv,DSC_0515,ES13A_10,sample3,ES13A,Control,Osage,100fold,isoRep1,techRep1,ES13A_Control_Osage_100fold_isoRep1_techRep1,7.56,1,1,1,281.992
191,DSC_0659.ES13A_11.sample3.clean.jpg.chl.csv,DSC_0659,ES13A_11,sample3,ES13A,Control,Osage,100fold,isoRep1,techRep2,ES13A_Control_Osage_100fold_isoRep1_techRep2,7.6,1,1,1,318.32
192,DSC_0581.ES13A_12.sample3.clean.jpg.chl.csv,DSC_0581,ES13A_12,sample3,ES13A,Control,Osage,100fold,isoRep1,techRep3,ES13A_Control_Osage_100fold_isoRep1_techRep3,7.63,1,1,1,331.121
193,DSC_0524.ES13A_13.sample3.clean.jpg.chl.csv,DSC_0524,ES13A_13,sample3,ES13A,Control,Osage,100fold,isoRep2,techRep1,ES13A_Control_Osage_100fold_isoRep2_techRep1,7.73,1,1,1,236.398
194,DSC_0553.ES13A_14.sample3.clean.jpg.chl.csv,DSC_0553,ES13A_14,sample3,ES13A,Control,Osage,100fold,isoRep2,techRep2,ES13A_Control_Osage_100fold_isoRep2_techRep2,7.61,1,1,1,328.677
195,DSC_0612.ES13A_15.sample3.clean.jpg.chl.csv,DSC_0612,ES13A_15,sample3,ES13A,Control,Osage,100fold,isoRep2,techRep3,ES13A_Control_Osage_100fold_isoRep2_techRep3,7.67,1,1,1,321.582
196,DSC_0532.ES13A_16.sample3.clean.jpg.chl.csv,DSC_0532,ES13A_16,sample3,ES13A,Control,Osage,100fold,isoRep3,techRep1,ES13A_Control_Osage_100fold_isoRep3_techRep1,7.83,1,1,1,279.025
197,DSC_0640.ES13A_17.sample3.clean.jpg.chl.csv,DSC_0640,ES13A_17,sample3,ES13A,Control,Osage,100fold,isoRep3,techRep2,ES13A_Control_Osage_100fold_isoRep3_techRep2,7.68,1,1,1,256.829
198,DSC_0555.ES13A_18.sample3.clean.jpg.chl.csv,DSC_0555,ES13A_18,sample3,ES13A,Control,Osage,100fold,isoRep3,techRep3,ES13A_Control_Osage_100fold_isoRep3_techRep3,7.68,1,1,1,243.997
199,DSC_0671.ES13A_19.sample3.clean.jpg.chl.csv,DSC_0671,ES13A_19,sample3,ES13A,Control,P5414LLS,100fold,isoRep1,techRep1,ES13A_Control_P5414LLS_100fold_isoRep1_techRep1,7.62,1,1,1,233.66
200,DSC_0583.ES13A_20.sample3.clean.jpg.chl.csv,DSC_0583,ES13A_20,sample3,ES13A,Control,P5414LLS,100fold,isoRep1,techRep2,ES13A_Control_P5414LLS_100fold_isoRep1_techRep2,7.76,1,1,1,250.503
201,DSC_0599.ES13A_21.sample3.clean.jpg.chl.csv,DSC_0599,ES13A_21,sample3,ES13A,Control,P5414LLS,100fold,isoRep1,techRep3,ES13A_Control_P5414LLS_100fold_isoRep1_techRep3,7.62,1,1,1,294.562
202,DSC_0665.ES13A_22.sample3.clean.jpg.chl.csv,DSC_0665,ES13A_22,sample3,ES13A,Control,P5414LLS,100fold,isoRep2,techRep1,ES13A_Control_P5414LLS_100fold_isoRep2_techRep1,7.53,1,1,1,231.462
203,DSC_0537.ES13A_23.sample3.clean.jpg.chl.csv,DSC_0537,ES13A_23,sample3,ES13A,Control,P5414LLS,100fold,isoRep2,techRep2,ES13A_Control_P5414LLS_100fold_isoRep2_techRep2,7.61,1,1,1,151.575
204,DSC_0569.ES13A_24.sample3.clean.jpg.chl.csv,DSC_0569,ES13A_24,sample3,ES13A,Control,P5414LLS,100fold,isoRep2,techRep3,ES13A_Control_P5414LLS_100fold_isoRep2_techRep3,7.65,1,1,1,307.487
205,DSC_0634.ES13A_25.sample3.clean.jpg.chl.csv,DSC_0634,ES13A_25,sample3,ES13A,Control,P5414LLS,100fold,isoRep3,techRep1,ES13A_Control_P5414LLS_100fold_isoRep3_techRep1,7.65,1,1,1,209.579
206,DSC_0636.ES13A_26.sample3.clean.jpg.chl.csv,DSC_0636,ES13A_26,sample3,ES13A,Control,P5414LLS,100fold,isoRep3,techRep2,ES13A_Control_P5414LLS_100fold_isoRep3_techRep2,7.69,1,1,1,232.144
207,DSC_0591.ES13A_27.sample3.clean.jpg.chl.csv,DSC_0591,ES13A_27,sample3,ES13A,Control,P5414LLS,100fold,isoRep3,techRep3,ES13A_Control_P5414LLS_100fold_isoRep3_techRep3,7.52,1,1,1,235.22
208,DSC_0657.ES13A_28.sample3.clean.jpg.chl.csv,DSC_0657,ES13A_28,sample3,ES13A,Control,DG47E80,100fold,isoRep1,techRep1,ES13A_Control_DG47E80_100fold_isoRep1_techRep1,7.49,1,1,1,209.251
209,DSC_0575.ES13A_29.sample3.clean.jpg.chl.csv,DSC_0575,ES13A_29,sample3,ES13A,Control,DG47E80,100fold,isoRep1,techRep2,ES13A_Control_DG47E80_100fold_isoRep1_techRep2,7.62,1,1,1,248.857
210,DSC_0511.ES13A_30.sample3.clean.jpg.chl.csv,DSC_0511,ES13A_30,sample3,ES13A,Control,DG47E80,100fold,isoRep1,techRep3,ES13A_Control_DG47E80_100fold_isoRep1_techRep3,7.59,1,1,1,93.942
211,DSC_0509.ES13A_31.sample3.clean.jpg.chl.csv,DSC_0509,ES13A_31,sample3,ES13A,Control,DG47E80,100fold,isoRep2,techRep1,ES13A_Control_DG47E80_100fold_isoRep2_techRep1,7.54,1,1,1,214.76
212,DSC_0513.ES13A_32.sample3.clean.jpg.chl.csv,DSC_0513,ES13A_32,sample3,ES13A,Control,DG47E80,100fold,isoRep2,techRep2,ES13A_Control_DG47E80_100fold_isoRep2_techRep2,7.57,1,1,1,144.468
213,,,ES13A_33,sample4,ES13A,Control,DG47E80,100fold,isoRep2,techRep3,ES13A_Control_DG47E80_100fold_isoRep2_techRep3,7.61,,,,NA
214,DSC_0618.ES13A_34.sample3.clean.jpg.chl.csv,DSC_0618,ES13A_34,sample3,ES13A,Control,DG47E80,100fold,isoRep3,techRep1,ES13A_Control_DG47E80_100fold_isoRep3_techRep1,7.55,1,1,1,293.055
215,DSC_0648.ES13A_35.sample3.clean.jpg.chl.csv,DSC_0648,ES13A_35,sample3,ES13A,Control,DG47E80,100fold,isoRep3,techRep2,ES13A_Control_DG47E80_100fold_isoRep3_techRep2,7.64,1,1,1,268.408
216,DSC_0646.ES13A_36.sample3.clean.jpg.chl.csv,DSC_0646,ES13A_36,sample3,ES13A,Control,DG47E80,100fold,isoRep3,techRep3,ES13A_Control_DG47E80_100fold_isoRep3_techRep3,7.55,1,1,1,278.773
217,DSC_0535.ES13A_37.sample3.clean.jpg.chl.csv,DSC_0535,ES13A_37,sample3,ES13A,Control,DG47X95,100fold,isoRep1,techRep1,ES13A_Control_DG47X95_100fold_isoRep1_techRep1,7.69,1,1,1,281.672
218,DSC_0549.ES13A_38.sample3.clean.jpg.chl.csv,DSC_0549,ES13A_38,sample3,ES13A,Control,DG47X95,100fold,isoRep1,techRep2,ES13A_Control_DG47X95_100fold_isoRep1_techRep2,7.65,1,1,1,254.793
219,DSC_0669.ES13A_39.sample3.clean.jpg.chl.csv,DSC_0669,ES13A_39,sample3,ES13A,Control,DG47X95,100fold,isoRep1,techRep3,ES13A_Control_DG47X95_100fold_isoRep1_techRep3,7.54,1,1,1,281.599
220,DSC_0505.ES13A_40.sample3.clean.jpg.chl.csv,DSC_0505,ES13A_40,sample3,ES13A,Control,DG47X95,100fold,isoRep2,techRep1,ES13A_Control_DG47X95_100fold_isoRep2_techRep1,7.56,1,1,1,318.245
221,DSC_0614.ES13A_41.sample3.clean.jpg.chl.csv,DSC_0614,ES13A_41,sample3,ES13A,Control,DG47X95,100fold,isoRep2,techRep2,ES13A_Control_DG47X95_100fold_isoRep2_techRep2,7.56,1,1,1,277.689
222,DSC_0518.ES13A_42.sample3.clean.jpg.chl.csv,DSC_0518,ES13A_42,sample3,ES13A,Control,DG47X95,100fold,isoRep2,techRep3,ES13A_Control_DG47X95_100fold_isoRep2_techRep3,7.62,1,1,1,258.763
223,DSC_0601.ES13A_43.sample3.clean.jpg.chl.csv,DSC_0601,ES13A_43,sample3,ES13A,Control,DG47X95,100fold,isoRep3,techRep1,ES13A_Control_DG47X95_100fold_isoRep3_techRep1,7.63,1,1,1,315.618
224,DSC_0595.ES13A_44.sample3.clean.jpg.chl.csv,DSC_0595,ES13A_44,sample3,ES13A,Control,DG47X95,100fold,isoRep3,techRep2,ES13A_Control_DG47X95_100fold_isoRep3_techRep2,7.54,1,1,1,285.578
225,DSC_0644.ES13A_45.sample3.clean.jpg.chl.csv,DSC_0644,ES13A_45,sample3,ES13A,Control,DG47X95,100fold,isoRep3,techRep3,ES13A_Control_DG47X95_100fold_isoRep3_techRep3,7.68,1,1,1,317.525
226,DSC_0637.ES13A_46.sample3.clean.jpg.chl.csv,DSC_0637,ES13A_46,sample3,ES13A,DMCC2165,AG4632,100fold,isoRep1,techRep1,ES13A_DMCC2165_AG4632_100fold_isoRep1_techRep1,7.76,1,1,1,254.09
227,DSC_0567.ES13A_47.sample3.clean.jpg.chl.csv,DSC_0567,ES13A_47,sample3,ES13A,DMCC2165,AG4632,100fold,isoRep1,techRep2,ES13A_DMCC2165_AG4632_100fold_isoRep1_techRep2,7.6,1,1,1,269.541
228,DSC_0661.ES13A_48.sample3.clean.jpg.chl.csv,DSC_0661,ES13A_48,sample3,ES13A,DMCC2165,AG4632,100fold,isoRep1,techRep3,ES13A_DMCC2165_AG4632_100fold_isoRep1_techRep3,7.67,1,1,1,49.515
229,DSC_0630.ES13A_49.sample3.clean.jpg.chl.csv,DSC_0630,ES13A_49,sample3,ES13A,DMCC2165,AG4632,100fold,isoRep2,techRep1,ES13A_DMCC2165_AG4632_100fold_isoRep2_techRep1,7.65,1,1,1,49.103
230,,,ES13A_50,sample3,ES13A,DMCC2165,AG4632,100fold,isoRep2,techRep2,ES13A_DMCC2165_AG4632_100fold_isoRep2_techRep2,7.68,,,,NA
231,DSC_0541.ES13A_51.sample3.clean.jpg.chl.csv,DSC_0541,ES13A_51,sample3,ES13A,DMCC2165,AG4632,100fold,isoRep2,techRep3,ES13A_DMCC2165_AG4632_100fold_isoRep2_techRep3,7.69,1,1,1,77.43
232,,,ES13A_52,sample3,ES13A,DMCC2165,AG4632,100fold,isoRep3,techRep1,ES13A_DMCC2165_AG4632_100fold_isoRep3_techRep1,7.62,,,,NA
233,DSC_0565.ES13A_53.sample3.clean.jpg.chl.csv,DSC_0565,ES13A_53,sample3,ES13A,DMCC2165,AG4632,100fold,isoRep3,techRep2,ES13A_DMCC2165_AG4632_100fold_isoRep3_techRep2,7.69,1,1,1,130.07
234,DSC_0516.ES13A_54.sample3.clean.jpg.chl.csv,DSC_0516,ES13A_54,sample3,ES13A,DMCC2165,AG4632,100fold,isoRep3,techRep3,ES13A_DMCC2165_AG4632_100fold_isoRep3_techRep3,7.78,1,1,1,63.038
235,DSC_0603.ES13A_55.sample3.clean.jpg.chl.csv,DSC_0603,ES13A_55,sample3,ES13A,DMCC2165,Osage,100fold,isoRep1,techRep1,ES13A_DMCC2165_Osage_100fold_isoRep1_techRep1,7.62,1,1,1,228.271
236,,,ES13A_56,sample3,ES13A,DMCC2165,Osage,100fold,isoRep1,techRep2,ES13A_DMCC2165_Osage_100fold_isoRep1_techRep2,7.72,,,,NA
237,DSC_0573.ES13A_57.sample3.clean.jpg.chl.csv,DSC_0573,ES13A_57,sample3,ES13A,DMCC2165,Osage,100fold,isoRep1,techRep3,ES13A_DMCC2165_Osage_100fold_isoRep1_techRep3,7.69,1,1,1,243.166
238,DSC_0585.ES13A_58.sample3.clean.jpg.chl.csv,DSC_0585,ES13A_58,sample3,ES13A,DMCC2165,Osage,100fold,isoRep2,techRep1,ES13A_DMCC2165_Osage_100fold_isoRep2_techRep1,7.67,1,1,1,71.829
239,DSC_0503.ES13A_59.sample3.clean.jpg.chl.csv,DSC_0503,ES13A_59,sample3,ES13A,DMCC2165,Osage,100fold,isoRep2,techRep2,ES13A_DMCC2165_Osage_100fold_isoRep2_techRep2,7.74,1,1,1,72.911
240,DSC_0593.ES13A_60.sample3.clean.jpg.chl.csv,DSC_0593,ES13A_60,sample3,ES13A,DMCC2165,Osage,100fold,isoRep2,techRep3,ES13A_DMCC2165_Osage_100fold_isoRep2_techRep3,7.75,1,1,1,81.179
241,DSC_0622.ES13A_61.sample3.clean.jpg.chl.csv,DSC_0622,ES13A_61,sample3,ES13A,DMCC2165,Osage,100fold,isoRep3,techRep1,ES13A_DMCC2165_Osage_100fold_isoRep3_techRep1,7.75,1,1,1,66.817
242,DSC_0655.ES13A_62.sample3.clean.jpg.chl.csv,DSC_0655,ES13A_62,sample3,ES13A,DMCC2165,Osage,100fold,isoRep3,techRep2,ES13A_DMCC2165_Osage_100fold_isoRep3_techRep2,7.71,1,1,1,97.947
243,DSC_0577.ES13A_63.sample3.clean.jpg.chl.csv,DSC_0577,ES13A_63,sample3,ES13A,DMCC2165,Osage,100fold,isoRep3,techRep3,ES13A_DMCC2165_Osage_100fold_isoRep3_techRep3,7.84,1,1,1,240.952
244,DSC_0672.ES13A_64.sample3.clean.jpg.chl.csv,DSC_0672,ES13A_64,sample3,ES13A,DMCC2165,P5414LLS,100fold,isoRep1,techRep1,ES13A_DMCC2165_P5414LLS_100fold_isoRep1_techRep1,7.7,1,1,1,201.716
245,DSC_0571.ES13A_65.sample3.clean.jpg.chl.csv,DSC_0571,ES13A_65,sample3,ES13A,DMCC2165,P5414LLS,100fold,isoRep1,techRep2,ES13A_DMCC2165_P5414LLS_100fold_isoRep1_techRep2,7.71,1,1,1,256.841
246,DSC_0642.ES13A_66.sample3.clean.jpg.chl.csv,DSC_0642,ES13A_66,sample3,ES13A,DMCC2165,P5414LLS,100fold,isoRep1,techRep3,ES13A_DMCC2165_P5414LLS_100fold_isoRep1_techRep3,7.71,1,1,1,110.794
247,DSC_0539.ES13A_67.sample3.clean.jpg.chl.csv,DSC_0539,ES13A_67,sample3,ES13A,DMCC2165,P5414LLS,100fold,isoRep2,techRep1,ES13A_DMCC2165_P5414LLS_100fold_isoRep2_techRep1,7.81,1,1,1,0
248,DSC_0563.ES13A_68.sample3.clean.jpg.chl.csv,DSC_0563,ES13A_68,sample3,ES13A,DMCC2165,P5414LLS,100fold,isoRep2,techRep2,ES13A_DMCC2165_P5414LLS_100fold_isoRep2_techRep2,7.72,1,1,1,197.101
249,DSC_0626.ES13A_69.sample3.clean.jpg.chl.csv,DSC_0626,ES13A_69,sample3,ES13A,DMCC2165,P5414LLS,100fold,isoRep2,techRep3,ES13A_DMCC2165_P5414LLS_100fold_isoRep2_techRep3,7.65,1,1,1,0
250,DSC_0620.ES13A_70.sample3.clean.jpg.chl.csv,DSC_0620,ES13A_70,sample3,ES13A,DMCC2165,P5414LLS,100fold,isoRep3,techRep1,ES13A_DMCC2165_P5414LLS_100fold_isoRep3_techRep1,7.73,1,1,1,33.963
251,DSC_0530.ES13A_71.sample3.clean.jpg.chl.csv,DSC_0530,ES13A_71,sample3,ES13A,DMCC2165,P5414LLS,100fold,isoRep3,techRep2,ES13A_DMCC2165_P5414LLS_100fold_isoRep3_techRep2,7.74,1,1,1,0
252,DSC_0632.ES13A_72.sample3.clean.jpg.chl.csv,DSC_0632,ES13A_72,sample3,ES13A,DMCC2165,P5414LLS,100fold,isoRep3,techRep3,ES13A_DMCC2165_P5414LLS_100fold_isoRep3_techRep3,7.54,1,1,1,186.582
253,DSC_0502.ES13A_73.sample3.clean.jpg.chl.csv,DSC_0502,ES13A_73,sample3,ES13A,DMCC2165,DG47E80,100fold,isoRep1,techRep1,ES13A_DMCC2165_DG47E80_100fold_isoRep1_techRep1,7.55,1,1,1,101.298
254,DSC_0639.ES13A_74.sample3.clean.jpg.chl.csv,DSC_0639,ES13A_74,sample3,ES13A,DMCC2165,DG47E80,100fold,isoRep1,techRep2,ES13A_DMCC2165_DG47E80_100fold_isoRep1_techRep2,7.76,1,1,1,45.964
255,DSC_0628.ES13A_75.sample3.clean.jpg.chl.csv,DSC_0628,ES13A_75,sample3,ES13A,DMCC2165,DG47E80,100fold,isoRep1,techRep3,ES13A_DMCC2165_DG47E80_100fold_isoRep1_techRep3,7.72,1,1,1,266.609
256,DSC_0610.ES13A_76.sample3.clean.jpg.chl.csv,DSC_0610,ES13A_76,sample3,ES13A,DMCC2165,DG47E80,100fold,isoRep2,techRep1,ES13A_DMCC2165_DG47E80_100fold_isoRep2_techRep1,7.57,1,1,1,256.038
257,DSC_0587.ES13A_77.sample3.clean.jpg.chl.csv,DSC_0587,ES13A_77,sample3,ES13A,DMCC2165,DG47E80,100fold,isoRep2,techRep2,ES13A_DMCC2165_DG47E80_100fold_isoRep2_techRep2,7.65,1,1,1,206.164
258,DSC_0526.ES13A_78.sample3.clean.jpg.chl.csv,DSC_0526,ES13A_78,sample3,ES13A,DMCC2165,DG47E80,100fold,isoRep2,techRep3,ES13A_DMCC2165_DG47E80_100fold_isoRep2_techRep3,7.73,1,1,1,269.249
259,DSC_0557.ES13A_79.sample3.clean.jpg.chl.csv,DSC_0557,ES13A_79,sample3,ES13A,DMCC2165,DG47E80,100fold,isoRep3,techRep1,ES13A_DMCC2165_DG47E80_100fold_isoRep3_techRep1,7.74,1,1,1,185.27
260,DSC_0561.ES13A_80.sample3.clean.jpg.chl.csv,DSC_0561,ES13A_80,sample3,ES13A,DMCC2165,DG47E80,100fold,isoRep3,techRep2,ES13A_DMCC2165_DG47E80_100fold_isoRep3_techRep2,7.54,1,1,1,273.451
261,DSC_0507.ES13A_81.sample3.clean.jpg.chl.csv,DSC_0507,ES13A_81,sample3,ES13A,DMCC2165,DG47E80,100fold,isoRep3,techRep3,ES13A_DMCC2165_DG47E80_100fold_isoRep3_techRep3,7.55,1,1,1,173.302
262,DSC_0663.ES13A_82.sample3.clean.jpg.chl.csv,DSC_0663,ES13A_82,sample3,ES13A,DMCC2165,DG47X95,100fold,isoRep1,techRep1,ES13A_DMCC2165_DG47X95_100fold_isoRep1_techRep1,7.76,1,1,1,177.735
263,DSC_0545.ES13A_83.sample3.clean.jpg.chl.csv,DSC_0545,ES13A_83,sample3,ES13A,DMCC2165,DG47X95,100fold,isoRep1,techRep2,ES13A_DMCC2165_DG47X95_100fold_isoRep1_techRep2,7.72,1,1,1,277.557
264,DSC_0624.ES13A_84.sample3.clean.jpg.chl.csv,DSC_0624,ES13A_84,sample3,ES13A,DMCC2165,DG47X95,100fold,isoRep1,techRep3,ES13A_DMCC2165_DG47X95_100fold_isoRep1_techRep3,7.57,1,1,1,188.318
265,DSC_0543.ES13A_85.sample3.clean.jpg.chl.csv,DSC_0543,ES13A_85,sample3,ES13A,DMCC2165,DG47X95,100fold,isoRep2,techRep1,ES13A_DMCC2165_DG47X95_100fold_isoRep2_techRep1,7.76,1,1,1,262.969
266,DSC_0579.ES13A_86.sample3.clean.jpg.chl.csv,DSC_0579,ES13A_86,sample3,ES13A,DMCC2165,DG47X95,100fold,isoRep2,techRep2,ES13A_DMCC2165_DG47X95_100fold_isoRep2_techRep2,7.76,1,1,1,182.783
267,DSC_0607.ES13A_87.sample3.clean.jpg.chl.csv,DSC_0607,ES13A_87,sample3,ES13A,DMCC2165,DG47X95,100fold,isoRep2,techRep3,ES13A_DMCC2165_DG47X95_100fold_isoRep2_techRep3,7.65,1,1,1,49.641
268,DSC_0547.ES13A_88.sample3.clean.jpg.chl.csv,DSC_0547,ES13A_88,sample3,ES13A,DMCC2165,DG47X95,100fold,isoRep3,techRep1,ES13A_DMCC2165_DG47X95_100fold_isoRep3_techRep1,7.79,1,1,1,186.618
269,DSC_0559.ES13A_89.sample3.clean.jpg.chl.csv,DSC_0559,ES13A_89,sample3,ES13A,DMCC2165,DG47X95,100fold,isoRep3,techRep2,ES13A_DMCC2165_DG47X95_100fold_isoRep3_techRep2,7.81,1,1,1,167.71
270,DSC_0551.ES13A_90.sample3.clean.jpg.chl.csv,DSC_0551,ES13A_90,sample3,ES13A,DMCC2165,DG47X95,100fold,isoRep3,techRep3,ES13A_DMCC2165_DG47X95_100fold_isoRep3_techRep3,7.78,1,1,1,61.849